state,district,year,jan-rf,jan-dep,feb-rf,feb-dep,mar-rf,mar-dep,apr-rf,apr-dep,may-rf,may-dep,jun-rf,jun-dep,jul-rf,jul-dep,aug-rf,aug-dep,sep-rf,sep-dep,oct-rf,oct-dep,nov-rf,dec-dep,dec-rf,dec-dep
Uttar Pradesh, Allahabad,2006,0.0,-100,0.0,-100,24.0,193,23.5,553,6.2,-7,62.5,-22,456.1,69,237.6,-22,47.4,-72,39.5,26,0.0,-100,0.0,-100
Uttar Pradesh, Allahabad,2007,0.1,-99,75.8,426,25.1,206,1.2,-67,21.9,227,77.0,-4,295.4,10,295.4,-3,209.2,22,2.8,-91,0.0,-100,5.4,13
Uttar Pradesh, Allahabad,2008,0.6,-97,10.0,-31,0.0,-100,3.1,-14,38.5,475,322.4,302,446.9,66,326.1,8,67.5,-60,20.3,-35,1.7,-78,0.0,-100
Uttar Pradesh, Allahabad,2009,0.0,-100,0.5,-97,14.4,76,3.2,-11,26.8,300,3.1,-96,172.7,-36,64.8,-79,177.8,4,33.6,7,15.9,101,6.0,25
Uttar Pradesh, Allahabad,2010,3.6,-82,19.2,33,0.0,-100,0.5,-86,7.5,12,8.5,-89,201.7,-25,160.6,-47,126.4,-26,45.5,45,5.3,-33,0.0,-100
Uttar Pradesh, Ambedkar Nagar,2006,0.0,-100,0.0,-100,3.2,-64,7.0,1,35.3,80,125.3,23,132.2,-58,122.7,-56,41.5,-80,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Ambedkar Nagar,2007,0.0,-100,21.5,55,20.1,123,0.0,-100,1.0,-95,31.5,-69,327.7,3,73.5,-74,157.6,-24,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Ambedkar Nagar,2008,,,,,0.0,-100,,,,,198.9,96,684.6,116,386.6,38,49.7,-76,10.0,-78,0.0,-100,0.0,-100
Uttar Pradesh, Ambedkar Nagar,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,20.1,3,20.2,-80,87.2,-72,318.1,14,89.1,-57,157.0,250,0.0,-100,6.9,17
Uttar Pradesh, Ambedkar Nagar,2010,0.0,-100,17.4,25,0.0,-100,0.0,-100,26.7,36,32.0,-69,195.5,-38,89.9,-68,180.2,-13,16.0,-64,0.0,-100,0.0,-100
Uttar Pradesh, Auraiya,2006,,,,,0.0,-100,,,,,36.6,-36,207.9,-12,34.1,-88,60.1,-61,0.0,-100,,,,
Uttar Pradesh, Auraiya,2007,,,125.0,618,69.0,741,0.0,-100,0.0,-100,47.5,-17,96.4,-59,126.6,-54,22.0,-86,0.0,-100,,,,
Uttar Pradesh, Auraiya,2008,,,,,,,,,,,,,397.0,68,231.1,-17,70.7,-55,0.0,-100,,,,
Uttar Pradesh, Auraiya,2009,0.0,-100,,,,,,,,,0.0,-100,116.1,-51,217.0,-22,101.3,-35,53.0,13,0.3,-91,3.5,-35
Uttar Pradesh, Auraiya,2010,0.8,-95,3.8,-78,0.0,-100,0.0,-100,3.4,-70,8.6,-85,260.0,10,181.4,-34,95.6,-39,1.6,-97,24.0,627,1.5,-72
Uttar Pradesh, Azamgarh,2006,0.0,-100,0.0,-100,25.0,184,19.0,233,58.6,288,70.6,-28,472.2,41,270.1,-8,196.4,-11,12.5,-73,0.0,-100,0.0,-100
Uttar Pradesh, Azamgarh,2007,0.0,-100,67.9,414,101.1,1049,0.0,-100,70.4,366,190.8,95,466.8,40,342.9,17,351.1,59,18.6,-60,,,,
Uttar Pradesh, Azamgarh,2008,,,,,,,,,,,271.2,178,281.5,-16,311.5,6,68.5,-69,0.0,-100,,,,
Uttar Pradesh, Azamgarh,2009,,,,,,,,,30.1,99,18.0,-82,212.0,-37,274.6,-7,188.9,-14,14.8,-68,0.0,-100,3.0,-39
Uttar Pradesh, Azamgarh,2010,6.6,-58,4.5,-66,0.0,-100,0.0,-100,5.0,-67,44.6,-54,162.0,-52,263.7,-10,334.5,51,17.3,-62,6.9,23,0.0,-100
Uttar Pradesh, Badaun,2006,0.0,-100,,,,,6.5,67,50.7,273,98.6,57,325.5,20,113.8,-59,49.5,-65,0.0,-100,1.6,-30,0.0,-100
Uttar Pradesh, Badaun,2007,0.0,-100,101.4,507,37.3,219,0.0,-100,13.5,-1,91.5,45,207.8,-23,176.8,-37,37.5,-73,0.0,-100,,,,
Uttar Pradesh, Badaun,2008,,,,,,,,,43.7,221,193.2,207,430.8,59,350.7,25,87.9,-37,3.0,-94,0.6,-74,0.0,-100
Uttar Pradesh, Badaun,2009,0.0,-100,0.0,-100,,,13.4,244,16.0,18,0.0,-100,154.6,-43,296.2,6,102.5,-27,71.0,33,22.6,883,3.3,-38
Uttar Pradesh, Badaun,2010,1.6,-91,8.6,-49,1.6,-86,0.0,-100,1.6,-88,2.0,-97,219.3,-19,269.8,-4,230.1,64,0.0,-100,12.0,422,13.0,145
Uttar Pradesh, Baghpat,2006,0.1,-99,0.0,-100,49.4,277,3.0,-52,20.6,54,76.9,84,140.7,-30,28.0,-87,115.6,16,30.0,59,3.0,-21,0.0,-100
Uttar Pradesh, Baghpat,2007,2.0,-90,74.5,333,75.0,473,0.0,-100,12.2,-9,139.6,233,132.6,-34,55.4,-74,121.2,22,0.0,-100,,,,
Uttar Pradesh, Baghpat,2008,0.0,-100,0.0,-100,0.0,-100,13.4,116,131.6,882,153.5,266,199.8,0,288.8,38,61.4,-38,0.0,-100,6.2,63,,
Uttar Pradesh, Baghpat,2009,0.0,-100,0.0,-100,,,,,61.8,361,21.0,-50,321.3,60,100.8,-52,223.9,125,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Baghpat,2010,1.8,-91,11.4,-34,0.0,-100,0.0,-100,1.6,-88,22.4,-47,172.9,-14,336.7,61,351.1,253,6.4,-66,0.0,-100,5.0,-14
Uttar Pradesh, Bahraich,2006,0.0,-100,0.0,-100,19.0,57,2.9,-63,74.6,170,186.2,28,376.5,12,230.9,-19,25.6,-88,23.9,-62,1.1,-35,12.0,60
Uttar Pradesh, Bahraich,2007,0.0,-100,76.6,407,27.2,125,10.5,33,165.8,501,70.6,-51,477.6,42,340.8,19,290.8,35,24.3,-61,0.0,-100,0.1,-99
Uttar Pradesh, Bahraich,2008,5.8,-76,5.6,-63,0.0,-100,21.0,166,23.5,-15,209.2,44,369.9,10,268.8,-6,331.6,53,34.1,-46,0.0,-100,0.0,-100
Uttar Pradesh, Bahraich,2009,,,1.4,-91,0.2,-98,0.2,-97,144.9,425,100.3,-31,235.1,-30,349.1,22,170.2,-21,214.2,241,1.2,-29,1.8,-76
Uttar Pradesh, Bahraich,2010,0.0,-100,17.7,17,0.0,-100,0.0,-100,21.8,-21,71.6,-51,335.1,-1,245.0,-14,149.6,-31,4.4,-93,0.4,-76,0.0,-100
Uttar Pradesh, Ballia,2006,0.0,-100,0.0,-100,0.0,-100,3.7,-18,14.3,-23,109.3,-8,189.4,-40,97.7,-65,190.1,5,1.3,-97,0.0,-100,0.0,-100
Uttar Pradesh, Ballia,2007,,,3.0,-69,9.9,43,0.0,-100,0.0,-100,53.9,-54,303.1,-4,231.2,-18,170.4,-6,5.5,-87,,,,
Uttar Pradesh, Ballia,2008,,,,,,,,,,,380.3,222,409.6,30,337.4,20,65.2,-64,17.9,-59,,,,
Uttar Pradesh, Ballia,2009,0.0,-100,,,,,,,,,23.2,-80,86.8,-72,109.8,-61,61.4,-66,9.7,-78,0.0,-100,0.5,-77
Uttar Pradesh, Ballia,2010,0.0,-100,2.1,-78,0.0,-100,0.0,-100,18.0,-3,24.8,-79,155.4,-51,113.4,-60,176.2,-2,21.6,-51,0.0,-100,0.0,-100
Uttar Pradesh, Balrampur,2006,0.0,-100,0.0,-100,18.8,98,1.2,-88,9.0,-78,181.1,24,322.1,-17,238.9,-28,98.8,-53,10.7,-85,0.0,-100,3.4,-60
Uttar Pradesh, Balrampur,2007,0.0,-100,42.2,178,10.4,9,1.0,-90,33.3,-19,40.1,-73,374.6,-4,168.9,-49,121.9,-42,0.0,-100,,,,
Uttar Pradesh, Balrampur,2008,,,,,,,,,,,378.8,160,603.1,55,262.1,-21,166.6,-20,35.1,-51,,,,
Uttar Pradesh, Balrampur,2009,,,,,,,,,,,38.6,-74,234.1,-40,352.8,6,85.6,-59,83.4,16,0.0,-100,0.0,-100
Uttar Pradesh, Balrampur,2010,0.0,-100,13.5,-11,0.0,-100,0.0,-100,2.0,-95,96.6,-34,246.3,-37,343.3,3,268.6,29,4.2,-94,0.0,-100,0.0,-100
Uttar Pradesh, Banda,2006,0.0,-100,0.0,-100,23.9,219,0.0,-100,25.0,242,75.3,-6,359.8,25,172.4,-50,37.6,-77,0.6,-98,3.4,-55,0.0,-100
Uttar Pradesh, Banda,2007,0.0,-100,93.9,645,41.2,449,0.0,-100,0.0,-100,36.0,-55,144.5,-50,186.7,-46,93.9,-42,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Banda,2008,,,,,0.0,-100,0.0,-100,16.1,121,323.8,302,444.2,55,193.9,-43,66.0,-59,6.0,-84,9.7,29,0.0,-100
Uttar Pradesh, Banda,2009,0.0,-100,0.0,-100,,,,,47.0,544,17.0,-79,143.1,-50,194.0,-43,178.1,11,74.5,99,16.3,117,8.7,19
Uttar Pradesh, Banda,2010,13.7,-26,37.0,194,0.0,-100,0.0,-100,1.7,-77,7.1,-91,243.4,-15,168.7,-51,167.9,4,7.3,-81,22.2,196,0.5,-93
Uttar Pradesh, Barabanki,2006,0.0,-100,0.0,-100,0.5,-94,6.1,22,22.6,59,147.2,53,264.8,-18,132.4,-54,42.7,-81,1.2,-98,0.0,-100,0.0,-100
Uttar Pradesh, Barabanki,2007,0.4,-98,1.2,-91,41.3,436,0.0,-100,0.0,-100,60.6,-37,180.2,-44,168.9,-41,76.8,-66,0.0,-100,,,,
Uttar Pradesh, Barabanki,2008,,,0.0,-100,0.0,-100,13.5,170,11.0,-23,209.9,119,372.6,15,426.5,49,316.1,41,29.1,-53,0.0,-100,,
Uttar Pradesh, Barabanki,2009,,,,,,,,,,,52.3,-46,303.5,-6,181.9,-37,214.8,-4,245.9,301,0.0,-100,4.0,-40
Uttar Pradesh, Barabanki,2010,2.0,-90,23.0,63,0.0,-100,0.0,-100,50.2,254,20.6,-79,256.8,-21,278.7,-3,162.5,-27,11.7,-81,1.2,0,0.4,-94
Uttar Pradesh, Bareilly,2006,0.0,-100,0.0,-100,19.4,52,7.2,22,53.7,212,44.5,-52,301.7,-5,161.4,-50,77.8,-54,27.7,-53,1.4,-22,1.5,-74
Uttar Pradesh, Bareilly,2007,0.1,-100,56.2,188,38.9,204,1.0,-83,56.7,230,155.0,69,358.5,12,218.6,-33,154.4,-9,0.0,-100,0.0,-100,0.7,-88
Uttar Pradesh, Bareilly,2008,0.0,-100,1.1,-94,0.0,-100,9.4,59,10.2,-41,302.9,230,437.8,37,371.8,15,211.1,25,11.9,-80,0.0,-100,0.0,-100
Uttar Pradesh, Bareilly,2009,0.0,-100,1.0,-95,0.9,-93,6.4,8,8.6,-50,44.1,-52,174.5,-45,384.9,19,159.8,-6,93.3,58,19.2,967,1.5,-74
Uttar Pradesh, Bareilly,2010,4.1,-83,18.8,-4,0.9,-93,1.2,-80,25.6,49,9.1,-90,505.8,59,427.9,32,425.9,151,1.5,-97,7.0,289,2.4,-58
Uttar Pradesh, Basti,2006,,,,,,,,,,,320.4,146,198.2,-43,177.8,-39,135.6,-37,13.6,-74,,,,
Uttar Pradesh, Basti,2007,,,,,,,,,,,78.0,-40,581.8,67,366.6,26,232.8,8,4.0,-92,,,,
Uttar Pradesh, Basti,2008,,,0.0,-100,0.0,-100,,,24.0,-2,403.0,210,437.7,25,290.9,0,65.7,-70,34.1,-35,,,,
Uttar Pradesh, Basti,2009,,,,,,,,,,,36.6,-72,145.2,-58,337.5,16,108.7,-50,99.0,89,0.0,-100,4.7,-35
Uttar Pradesh, Basti,2010,5.1,-70,13.2,0,0.0,-100,0.0,-100,1.7,-93,23.4,-82,150.8,-57,196.9,-33,388.4,79,44.9,-14,0.0,-100,0.0,-100
Uttar Pradesh, Bijnor,2006,2.7,-92,0.0,-100,15.9,-21,6.0,-23,161.2,806,108.4,28,295.1,-15,143.9,-56,62.4,-63,11.8,-72,0.0,-100,2.7,-76
Uttar Pradesh, Bijnor,2007,0.3,-99,143.2,430,67.6,238,11.9,53,29.9,68,172.7,104,259.6,-26,287.6,-13,125.9,-25,57.0,36,0.0,-100,,
Uttar Pradesh, Bijnor,2008,1.3,-96,0.0,-100,0.0,-100,10.5,35,42.1,137,270.0,220,294.2,-16,255.4,-22,52.1,-69,24.8,-41,18.8,327,0.0,-100
Uttar Pradesh, Bijnor,2009,0.0,-100,18.3,-32,7.0,-65,4.7,-40,16.8,-6,43.6,-48,99.3,-72,262.3,-20,230.0,37,16.8,-60,0.0,-100,0.0,-100
Uttar Pradesh, Bijnor,2010,8.0,-76,29.8,10,0.0,-100,0.0,-100,20.3,14,7.9,-91,568.0,63,299.8,-9,347.5,107,1.7,-96,0.0,-100,15.0,32
Uttar Pradesh, Bulandshahr,2006,0.0,-100,0.0,-100,3.3,-73,0.0,-100,7.0,-39,29.1,-39,186.8,-21,30.9,-88,67.2,-53,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Bulandshahr,2007,0.0,-100,27.7,83,16.0,29,0.0,-100,0.0,-100,54.2,14,158.5,-33,170.2,-31,21.7,-85,0.0,-100,,,,
Uttar Pradesh, Bulandshahr,2008,,,,,,,,,5.8,-49,81.0,71,239.3,1,319.3,29,87.4,-39,0.0,-100,,,,
Uttar Pradesh, Bulandshahr,2009,,,,,,,,,,,6.0,-87,90.2,-62,176.9,-29,91.4,-36,34.7,-5,11.9,213,1.8,-67
Uttar Pradesh, Bulandshahr,2010,1.9,-90,10.5,-30,0.0,-100,0.0,-100,0.0,-100,0.3,-99,183.8,-22,245.4,-1,296.3,106,0.0,-100,9.5,150,2.7,-50
Uttar Pradesh, Deoria,2006,0.0,-100,0.0,-100,25.0,138,51.5,352,31.5,7,151.8,15,245.6,-24,193.9,-38,153.5,-25,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Deoria,2007,0.0,-100,31.6,65,19.5,86,0.0,-100,45.0,53,43.5,-67,468.0,44,208.2,-33,278.0,35,47.0,-26,,,,
Uttar Pradesh, Deoria,2008,,,,,,,,,,,287.1,117,443.9,37,295.0,-5,68.5,-67,40.5,-36,,,,
Uttar Pradesh, Deoria,2009,,,,,,,,,,,24.5,-81,78.5,-76,186.0,-40,86.8,-58,13.0,-79,0.0,-100,0.0,-100
Uttar Pradesh, Deoria,2010,0.1,-99,4.5,-77,0.0,-100,0.0,-100,35.0,19,61.0,-54,197.2,-39,166.6,-46,281.2,37,83.0,31,0.0,-100,0.0,-100
Uttar Pradesh, Etah,2006,0.0,-100,0.0,-100,4.0,-64,0.0,-100,16.0,29,76.9,54,229.1,5,86.8,-66,84.7,-36,18.6,-54,0.0,-100,0.0,-100
Uttar Pradesh, Etah,2007,0.0,-100,74.5,537,64.4,485,0.0,-100,15.4,24,13.6,-73,139.5,-36,127.2,-50,32.1,-76,1.0,-98,0.0,-100,0.0,-100
Uttar Pradesh, Etah,2008,,,,,0.0,-100,3.8,-12,9.6,-23,98.7,97,157.2,-28,175.5,-31,46.5,-65,0.0,-100,,,,
Uttar Pradesh, Etah,2009,0.0,-100,0.0,-100,,,18.3,326,12.3,-1,0.0,-100,41.9,-81,109.4,-57,64.4,-51,31.3,-22,20.8,845,1.3,-73
Uttar Pradesh, Etah,2010,5.4,-68,7.3,-38,0.0,-100,0.0,-100,7.4,-40,3.0,-94,190.2,-13,111.2,-56,246.0,86,0.0,-100,10.0,355,0.7,-86
Uttar Pradesh, Etawah,2006,0.0,-100,0.0,-100,2.6,-73,0.0,-100,2.0,-82,26.9,-56,228.7,-3,31.5,-90,32.6,-79,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Etawah,2007,0.0,-100,44.2,235,16.0,68,0.0,-100,0.0,-100,54.6,-10,42.3,-82,76.1,-75,25.9,-84,0.0,-100,,,0.0,-100
Uttar Pradesh, Etawah,2008,0.0,-100,0.0,-100,0.0,-100,12.6,186,16.0,45,101.2,67,293.9,25,256.8,-15,74.3,-53,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Etawah,2009,0.0,-100,0.0,-100,,,,,2.1,-81,0.0,-100,96.0,-59,133.2,-56,106.0,-33,42.6,6,3.0,-3,18.0,233
Uttar Pradesh, Etawah,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,3.0,-73,6.0,-90,162.1,-31,155.1,-49,201.1,28,0.0,-100,37.8,1119,2.3,-57
Uttar Pradesh, Faizabad,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,51.2,222,163.7,73,223.4,-28,118.6,-57,35.1,-80,18.4,-54,0.0,-100,0.0,-100
Uttar Pradesh, Faizabad,2007,0.0,-100,3.0,-77,31.4,249,0.0,-100,27.0,70,59.4,-37,467.8,51,225.8,-18,92.7,-48,0.0,-100,,,0.0,-100
Uttar Pradesh, Faizabad,2008,,,,,0.0,-100,,,,,344.8,264,507.0,64,260.0,-6,120.5,-33,35.0,-13,0.0,-100,0.0,-100
Uttar Pradesh, Faizabad,2009,0.0,-100,0.0,-100,,,,,14.5,-9,54.5,-43,153.8,-50,333.3,20,185.2,3,144.3,257,0.0,-100,6.7,0
Uttar Pradesh, Faizabad,2010,8.3,-53,13.3,2,0.0,-100,3.7,-24,32.9,107,22.3,-76,297.4,-4,220.1,-21,175.1,-3,61.8,53,0.6,-79,0.0,-100
Uttar Pradesh, Farrukhabad,2006,0.0,-100,0.0,-100,0.0,-100,1.9,-58,0.0,-100,102.5,47,425.6,63,73.6,-76,73.3,-50,21.6,-57,0.0,-100,0.5,-84
Uttar Pradesh, Farrukhabad,2007,0.0,-100,82.7,632,18.4,109,0.0,-100,0.0,-100,9.0,-87,225.7,-14,141.2,-53,31.6,-78,0.0,-100,,,,
Uttar Pradesh, Farrukhabad,2008,,,,,,,0.0,-100,12.8,-5,112.9,62,310.1,19,209.8,-30,100.0,-32,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Farrukhabad,2009,0.0,-100,0.0,-100,0.0,-100,3.2,-29,271.6,1912,4.3,-94,90.1,-65,224.7,-25,106.6,-27,47.5,-5,13.5,440,0.7,-78
Uttar Pradesh, Farrukhabad,2010,0.0,-100,14.3,27,0.0,-100,0.0,-100,15.5,15,0.0,-100,367.7,41,338.8,13,256.0,75,7.7,-85,14.6,484,1.8,-44
Uttar Pradesh, Fatehpur,2006,0.0,-100,0.0,-100,9.7,4,1.9,-57,0.3,-95,30.1,-58,247.2,-11,61.1,-81,34.8,-81,20.5,-53,11.6,231,0.0,-100
Uttar Pradesh, Fatehpur,2007,0.0,-100,65.9,342,37.0,298,0.7,-84,2.2,-65,37.3,-48,215.6,-23,195.4,-39,22.8,-88,0.7,-98,0.0,-100,,
Uttar Pradesh, Fatehpur,2008,,,,,,,,,,,307.0,326,532.3,91,224.7,-30,53.1,-71,0.0,-100,,,,
Uttar Pradesh, Fatehpur,2009,,,,,,,,,,,0.0,-100,73.0,-74,134.1,-58,143.1,-22,53.7,23,7.2,106,13.3,62
Uttar Pradesh, Fatehpur,2010,11.7,-48,15.7,5,0.0,-100,0.0,-100,7.1,15,0.7,-99,153.8,-45,302.0,-5,113.0,-38,3.2,-93,10.8,209,0.0,-100
Uttar Pradesh, Firozabad,2006,0.0,-100,0.0,-100,3.0,-56,0.0,-100,50.5,416,78.4,35,508.6,114,25.9,-90,58.8,-60,0.0,-100,0.0,-100,0.5,-87
Uttar Pradesh, Firozabad,2007,7.4,-51,64.6,467,57.3,743,0.8,-83,0.0,-100,30.2,-48,251.4,6,123.9,-51,22.0,-85,0.0,-100,,,,
Uttar Pradesh, Firozabad,2008,,,,,,,,,,,,,425.8,79,244.2,-3,33.0,-77,0.0,-100,,,,
Uttar Pradesh, Firozabad,2009,,,,,,,,,,,0.0,-100,80.7,-66,200.2,-20,41.9,-71,57.3,73,24.4,804,0.0,-100
Uttar Pradesh, Firozabad,2010,1.6,-89,7.1,-38,0.0,-100,0.0,-100,16.0,63,8.8,-85,134.7,-43,116.7,-53,161.3,10,0.0,-100,12.2,352,1.5,-62
Uttar Pradesh, Ghaziabad,2006,0.0,-100,0.0,-100,,,0.0,-100,0.0,-100,34.2,-22,250.5,13,20.4,-91,114.0,-11,16.0,-53,0.0,-100,0.0,-100
Uttar Pradesh, Ghaziabad,2007,0.0,-100,45.0,118,64.0,266,0.0,-100,0.0,-100,64.1,46,84.1,-62,99.8,-57,4.7,-96,0.0,-100,,,0.0,-100
Uttar Pradesh, Ghaziabad,2008,,,,,,,,,,,16.4,-63,124.4,-44,58.1,-75,8.7,-93,0.0,-100,2.0,-53,,
Uttar Pradesh, Ghaziabad,2009,,,,,,,,,,,0.0,-100,61.6,-72,101.0,-57,41.7,-67,1.0,-97,1.5,-65,0.0,-100
Uttar Pradesh, Ghaziabad,2010,3.5,-83,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,117.5,-47,249.7,6,313.2,145,0.0,-100,0.0,-100,10.0,43
Uttar Pradesh, Ghazipur,2006,0.0,-100,0.0,-100,0.0,-100,3.7,-16,8.9,-38,250.7,119,311.0,8,142.1,-54,97.8,-54,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Ghazipur,2007,0.0,-100,48.0,238,59.0,781,0.0,-100,45.1,215,18.0,-84,369.5,28,237.3,-24,221.1,3,11.3,-79,,,,
Uttar Pradesh, Ghazipur,2008,,,,,,,0.0,-100,0.0,-100,194.7,70,374.4,30,228.0,-27,53.2,-75,8.2,-85,0.0,-100,0.0,-100
Uttar Pradesh, Ghazipur,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,9.8,-91,125.3,-57,315.4,1,164.5,-23,11.8,-78,16.8,91,0.0,-100
Uttar Pradesh, Ghazipur,2010,4.1,-78,19.2,35,0.0,-100,0.0,-100,26.9,88,4.5,-96,305.2,6,291.9,-6,95.9,-55,6.7,-88,0.0,-100,0.0,-100
Uttar Pradesh, Gonda,2006,0.0,-100,0.0,-100,21.5,150,0.0,-100,37.2,69,210.3,54,233.4,-33,88.6,-71,14.4,-94,0.0,-100,0.0,-100,7.0,-17
Uttar Pradesh, Gonda,2007,0.0,-100,25.2,140,3.0,-65,13.0,86,44.0,100,35.4,-74,396.5,15,334.5,9,249.7,4,0.0,-100,,,,
Uttar Pradesh, Gonda,2008,,,,,,,,,,,143.6,5,500.8,45,238.3,-22,198.7,-17,17.0,-72,,,,
Uttar Pradesh, Gonda,2009,,,,,,,,,,,78.8,-42,217.1,-37,321.4,5,111.0,-54,234.7,287,0.0,-100,0.0,-100
Uttar Pradesh, Gonda,2010,0.0,-100,12.6,20,0.0,-100,0.0,-100,11.0,-50,50.5,-63,296.6,-14,390.7,27,253.6,6,10.5,-83,0.0,-100,0.0,-100
Uttar Pradesh, Gorakhpur,2006,0.0,-100,0.0,-100,38.6,211,5.2,-61,65.0,88,312.7,100,336.3,-5,199.5,-41,84.9,-63,12.5,-83,0.0,-100,0.0,-100
Uttar Pradesh, Gorakhpur,2007,0.0,-100,59.0,361,23.6,90,10.5,-21,36.1,4,85.2,-46,376.1,7,499.2,48,366.9,58,54.9,-27,0.0,-100,0.4,-95
Uttar Pradesh, Gorakhpur,2008,2.2,-89,3.6,-72,0.0,-100,10.0,-25,53.4,54,485.2,210,573.0,62,395.8,17,168.5,-27,25.0,-67,0.0,-100,0.0,-100
Uttar Pradesh, Gorakhpur,2009,0.6,-97,0.0,-100,1.1,-91,0.0,-100,58.4,69,44.8,-71,427.4,21,247.0,-27,109.3,-53,79.2,5,0.0,-100,2.1,-72
Uttar Pradesh, Gorakhpur,2010,0.0,-100,14.4,13,0.0,-100,0.0,-100,18.4,-47,93.6,-40,337.6,-4,379.7,12,438.9,89,17.8,-76,0.2,-96,0.0,-100
Uttar Pradesh, Hamirpur,2006,0.0,-100,0.0,-100,10.7,98,0.0,-100,13.2,120,43.3,-26,228.2,-7,87.5,-70,55.7,-62,7.3,-74,8.1,76,0.0,-100
Uttar Pradesh, Hamirpur,2007,0.0,-100,57.8,355,7.1,31,0.0,-100,0.7,-88,56.9,-3,115.2,-53,155.8,-47,60.4,-59,1.1,-96,0.0,-100,3.3,-41
Uttar Pradesh, Hamirpur,2008,,,,,0.0,-100,0.0,-100,2.2,-63,219.5,275,431.0,76,229.3,-22,109.9,-25,5.8,-80,11.4,148,0.0,-100
Uttar Pradesh, Hamirpur,2009,2.8,-83,1.8,-86,2.0,-63,5.2,136,31.2,420,10.7,-82,179.4,-27,204.4,-30,135.1,-8,86.4,204,17.2,274,6.8,21
Uttar Pradesh, Hamirpur,2010,2.2,-87,22.1,74,0.0,-100,0.0,-100,0.5,-92,14.2,-76,148.8,-39,166.9,-43,139.0,-5,25.0,-12,20.7,350,0.5,-91
Uttar Pradesh, Hardoi,2006,0.0,-100,0.0,-100,1.0,-89,1.5,-74,14.0,-10,90.0,9,324.0,16,39.3,-85,128.5,-26,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Hardoi,2007,0.0,-100,56.5,325,33.9,257,0.0,-100,0.0,-100,84.0,2,69.0,-75,149.1,-45,22.0,-87,0.5,-99,,,3.9,-35
Uttar Pradesh, Hardoi,2008,,,,,0.0,-100,0.0,-100,42.1,172,211.6,156,196.6,-30,278.3,3,66.5,-61,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Hardoi,2009,0.0,-100,2.0,-85,3.0,-68,0.0,-100,37.0,139,43.3,-48,75.1,-73,252.8,-6,168.3,-2,53.9,-7,2.3,15,7.6,27
Uttar Pradesh, Hardoi,2010,1.6,-92,10.3,-23,0.0,-100,0.0,-100,31.1,101,16.8,-80,325.8,16,160.7,-40,226.4,31,0.6,-99,5.8,190,0.3,-95
Uttar Pradesh, Jalaun,2006,0.0,-100,0.0,-100,,,0.0,-100,0.0,-100,14.3,-77,252.0,2,66.4,-79,36.2,-77,19.3,-54,0.0,-100,0.0,-100
Uttar Pradesh, Jalaun,2007,0.0,-100,3.7,-70,14.0,126,0.0,-100,0.0,-100,77.5,24,82.9,-67,88.2,-72,57.1,-63,0.0,-100,,,,
Uttar Pradesh, Jalaun,2008,,,,,0.0,-100,0.0,-100,0.0,-100,176.2,181,309.5,25,135.2,-57,106.8,-31,8.7,-79,0.0,-100,0.0,-100
Uttar Pradesh, Jalaun,2009,0.0,-100,0.0,-100,0.4,-94,,,,,0.0,-100,132.2,-47,154.2,-51,105.4,-32,108.5,157,27.5,624,4.8,-9
Uttar Pradesh, Jalaun,2010,0.3,-98,13.8,13,0.0,-100,0.0,-100,1.7,-80,5.8,-91,243.4,-2,177.0,-44,216.0,39,0.0,-100,41.5,992,1.0,-81
Uttar Pradesh, Jaunpur,2006,0.0,-100,,,,,0.0,-100,0.0,-100,55.4,-39,640.9,97,163.4,-39,57.1,-74,1.8,-95,0.0,-100,0.0,-100
Uttar Pradesh, Jaunpur,2007,0.0,-100,34.2,150,0.0,-100,0.0,-100,0.0,-100,89.4,-2,442.1,36,102.0,-62,289.3,31,8.6,-75,,,,
Uttar Pradesh, Jaunpur,2008,,,,,,,,,,,209.6,130,449.3,38,343.2,28,98.0,-55,20.7,-41,0.0,-100,,
Uttar Pradesh, Jaunpur,2009,,,,,,,,,,,5.5,-94,189.1,-42,136.5,-49,155.7,-29,21.7,-38,0.0,-100,0.5,-91
Uttar Pradesh, Jaunpur,2010,2.7,-84,1.7,-88,0.0,-100,0.0,-100,0.5,-96,6.0,-93,120.6,-63,213.8,-20,131.5,-40,21.3,-39,2.3,-68,0.0,-100
